Character,SmashTag,Points
Falcon,Nard Dawg,32.0
Falcon,CV Aceflight,28.0
Falcon,SquidTheCat,24.0
Falcon,Vish,20.0
Falcon,Dirty Lasagna,18.0
Falcon,Weeg,16.0
Falcon,Mootook,15.0
Falcon,Chadwicc,15.0
Falcon,Marvelboy,10.0
Falcon,Boy,10.0
Falcon,Bobakanoosh,9.0
Falcon,U.S Marine,9.0
Falcon,Rive,8.0
Falcon,Axis,7.0
Falcon,Kr1meM45ter2517A,7.0
Falcon,ight,5.0
Falcon,Silkylaroux,5.0
Falcon,Deeb,4.0
Falcon,doctahdylan,3.0
Falcon,Captain G,2.0
Falcon,CrazyColtCory,2.0
Falcon,magnumgunn3r,2.0
Falcon,nmble-mann,1.0
Falcon,EagleOne,1.0
Falcon,Kettering,1.0
Puff,Liquid | Hungrybox,225.0
Puff,Golden,196.0
Puff,DD,140.0
Puff,Dawson,38.0
Puff,Jkiller,20.0
Puff,Not_DuduTsai,19.0
Puff,PurpleZ,19.0
Puff,CVSmashMods | Ripn,15.0
Puff,ClintStevensTV | HungryboxFan304,12.0
Puff,CS | Faust,11.0
Puff,thicceon,10.0
Puff,PJThePuff,8.0
Puff,MDF | Amor,8.0
Puff,WFL | ABC,7.0
Puff,Fire,4.0
Puff,Melee Stats | Pikachu942,2.0
Puff,JustRhett,2.0
Puff,$W@6 | rocketf20,1.0
Puff,Dorian uwu,1.0
Fox,GUG | Kurv,249.0
Fox,K8A,161.0
Fox,TG | Mot$,155.0
Fox,The Leaf,93.0
Fox,Paladin,84.0
Fox,Wassabi,66.0
Fox,Jpeg | RC,57.0
Fox,Flow | Stark,56.0
Fox,Melo,56.0
Fox,Erik,53.0
Fox,DannyPhantom,51.0
Fox,Chiefn_,49.0
Fox,cockbread,45.0
Fox,Aura,44.0
Fox,Flow | ESPONJA,44.0
Fox,Solomon,41.0
Fox,CW | rabit!,32.0
Fox,Justus,28.0
Fox,RustyTrombone,26.0
Fox,Vianny,22.0
Fox,BuenasRetas | Cobs,21.0
Fox,MessiSTL,21.0
Fox,Chem,21.0
Fox,FKA Minerali,20.0
Fox,Tristan's Rule,20.0
Fox,Nebulous | Jib,18.0
Fox,YBBT | leroydankins,15.0
Fox,mexico629,15.0
Fox,OtES,15.0
Fox,Maelstrom,14.0
Fox,Cowbell,14.0
Fox,G,14.0
Fox,Oferton,14.0
Fox,Erica,13.0
Fox,Electroman,13.0
Fox,EWA | Gorgonzola,11.0
Fox,Schnurb,11.0
Fox,TurboThot,11.0
Fox,slowtai,11.0
Fox,Elders React | Third Strongest,10.0
Fox,Tanooki,9.0
Fox,Dusky,8.0
Fox,Triple Cake Dance,8.0
Fox,Vigilance,8.0
Fox,rice,7.0
Fox,S.O.D.A,7.0
Fox,Anjel,7.0
Fox,Funktrocious,7.0
Fox,jerma985,7.0
Fox,Forrest,7.0
Fox,IWI | Marrgasm,7.0
Fox,CableKnit,6.0
Fox,icecream,5.0
Fox,BeanBurrito-San,5.0
Fox,lol | Hero,4.0
Fox,SIMP | Vagab0nd,4.0
Fox,maxi,3.0
Fox,markrevival,3.0
Fox,Ratt,3.0
Fox,JoffDuchar,3.0
Fox,Cpt.Blade,3.0
Fox,Keykey,3.0
Fox,Power Kevin,3.0
Fox,FM | Cilan,3.0
Fox,Night,3.0
Fox,Arctic,2.0
Fox,SFOP,2.0
Fox,Jet,2.0
Fox,sfy | Fizz,2.0
Fox,blazerboy,2.0
Fox,Wumbo,2.0
Fox,Dash,2.0
Fox,GThree,1.0
Fox,ZouL,1.0
Fox,nunoodle,1.0
Fox,Honey Nut Cheerios,1.0
Fox,Jquinnsweg,1.0
Fox,SU | wild flower,1.0
Fox,Jeem,1.0
Fox,Trash,1.0
Peach,Blues Clues,497.0
Peach,Bbatts,191.0
Peach,Aura,44.0
Peach,Anchovy,39.0
Peach,PW | Vincessant,20.0
Peach,Higgins,18.0
Peach,Soltrain,16.0
Peach,DiMaria,14.0
Peach,TheYoungMC,8.0
Peach,SUPERUNKNOWN,7.0
Peach,Analog,5.0
Peach,Opportunity,3.0
Peach,DJAN,1.0
Peach,yBaS | MaxJacks,1.0
Peach,Clay,1.0
MidTiers,ycz6,135.0
MidTiers,Winx Club | Siddward,116.0
MidTiers,Dream,99.0
MidTiers,Darrell,86.0
MidTiers,Ringler,73.0
MidTiers,Frap,59.0
MidTiers,Maruf,45.0
MidTiers,jams,33.0
MidTiers,RULES | Strazz,30.0
MidTiers,actually hmhh | LionTimeMachine,26.0
MidTiers,CowCowCowCowCow,11.0
MidTiers,Otto_Zone,10.0
MidTiers,Kerblamu,10.0
MidTiers,Special K,8.0
MidTiers,K.H.D | REIGN,7.0
MidTiers,GAS,7.0
MidTiers,Kombeze Ataie,5.0
MidTiers,fssong,4.0
MidTiers,LilTayNastyTay,4.0
MidTiers,SmashMouthEgg,3.0
MidTiers,Lee,1.0
Other,BLE | SluG,177.0
Other,LAG,151.0
Other,DarkHero,117.0
Other,GGS,108.0
Other,LG | Yu,104.0
Other,Joe(y) Bats,78.0
Other,Azel,73.0
Other,PALS | Jello,73.0
Other,NEU | Shmeeli,55.0
Other,Rocket,48.0
Other,PML | Die222,48.0
Other,Buttlet,42.0
Other,Zab,39.0
Other,RedX,37.0
Other,PEP | Sp1nda,35.0
Other,Lime,35.0
Other,GS | SubTails,35.0
Other,Notorious,34.0
Other,Fern,33.0
Other,TGL | Shamunt,29.0
Other,El Link,28.0
Other,Ding Hing,26.0
Other,Pena,25.0
Other,Reesch,24.0
Other,E,21.0
Other,veil,21.0
Other,2ndLaw,19.0
Other,totally butts,19.0
Other,Keo,19.0
Other,vampa,19.0
Other,Beck,17.0
Other,Tuesday,17.0
Other,Banger,16.0
Other,Sakm,16.0
Other,Hell Kaiser,15.0
Other,BoffTarget,15.0
Other,Navjyot Sandhu | Connect4Master,14.0
Other,emy,12.0
Other,Habi,11.0
Other,BokchoyBoy,11.0
Other,VDL | Ben Snape,11.0
Other,enterthekiwi,10.0
Other,Butternust,10.0
Other,TPN,10.0
Other,ÆRO,10.0
Other,maxhoney,9.0
Other,Zamorota,9.0
Other,zilo,9.0
Other,QTT | Yeyo,9.0
Other,Fredrick,8.0
Other,QTT | Pelon,8.0
Other,DenverDaDestroyer,8.0
Other,Zolof,8.0
Other,Bonn Esports | CarlHank,7.0
Other,Essey,7.0
Other,Dr. Dipper,7.0
Other,Vent,7.0
Other,Kyler,7.0
Other,Reiky,7.0
Other,p3achyjr,6.0
Other,Kaz,6.0
Other,PYR,6.0
Other,LordTourettes,6.0
Other,KayB,6.0
Other,purpp,6.0
Other,Trill Jake,6.0
Other,t0tal90,6.0
Other,Devin1300,6.0
Other,Schwifty | Sirjaxism,5.0
Other,bunnygirlsenpai,5.0
Other,Pilgrim,5.0
Other,Creature,5.0
Other,Red,5.0
Other,Poopy Ass,5.0
Other,probably high,5.0
Other,Muffin,5.0
Other,PEPIS | lagoonies,5.0
Other,Usernamejpg,5.0
Other,Sol | | Saturn,4.0
Other,Kuzon,4.0
Other,BowserDad1964,4.0
Other,Frumentarii,4.0
Other,Baja,4.0
Other,TR | H,4.0
Other,Robert Flambe,4.0
Other,jedi093,4.0
Other,Gewl,4.0
Other,Happy,3.0
Other,LEVO | Mento,3.0
Other,JMONEY,3.0
Other,KillThePast | bebul,3.0
Other,boys,2.0
Other,MR. SCAM,2.0
Other,Spenny,2.0
Other,BoominBody,2.0
Other,KatBot,2.0
Other,CyAn,2.0
Other,Dead C,2.0
Other,TSBO | HateSauce,2.0
Other,aL0w,2.0
Other,Smeedot,2.0
Other,Canoe,2.0
Other,Zellpree,1.0
Other,Jbun,1.0
Other,me,1.0
Other,Mobley,1.0
Other,2GATS,1.0
Other,Ashley,1.0
Other,vel,1.0
Other,Howdy,1.0
Other,Venus,1.0
Other,Arkdael,1.0
Other,Sammy,1.0
Other,Teva,1.0
Other,Koe | Nike,1.0
Other,UNCO | Neur0n,1.0
Other,Alpaca,1.0
Other,Penguin,1.0
Other,ilovedenmark69,1.0
Other,keeg,1.0
Other,boip,1.0
Other,PotusTheGoatus,1.0
Other,NAIR | Pablo,1.0
Other,SereneDoge#4725,1.0
Other,DERT | Petra,1.0
Other,Arthao,1.0
Other,BrophyT,1.0
Other,Cuk | Veths,1.0
