SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,RWeek10,RWeek11,RWeek12,ChangeInRank
56287,Sporsinick,NAN,NAN,NAN,120.0,148.0,168.0,190.0,223.0,235.0,307.0,345.0,383.0,-38.0
58588,Jeffthecheff,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,270.0,300.0,-30.0
58670,RCS | Savestate,NAN,NAN,NAN,NAN,NAN,NAN,NAN,86.0,96.0,112.0,125.0,139.0,-14.0
60417,SoS | Cor,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,270.0,300.0,-30.0
60696,FM | Cilan,NAN,32.0,21.0,25.0,33.0,30.0,35.0,40.0,45.0,48.0,54.0,63.0,-9.0
61570,YC | Pappi,NAN,NAN,NAN,62.0,72.0,58.0,19.0,20.0,22.0,23.0,25.0,29.0,-4.0
61640,CAPTwheatroll,NAN,NAN,NAN,NAN,NAN,NAN,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
61873,306 | Polo,19.0,35.0,42.0,58.0,67.0,75.0,88.0,102.0,110.0,127.0,143.0,160.0,-17.0
61897,lluZ | PEP | LSD,5.0,8.0,4.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,0.0
62206,mia,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,424.0,-40.0
62632,TheRed,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,362.0,398.0,-36.0
62721,UL | Dirty Lasagna,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.0,261.0,-25.0
63720,TNC | n3zModGod,NAN,NAN,NAN,120.0,148.0,168.0,190.0,86.0,96.0,112.0,125.0,139.0,-14.0
64260,Tayhow,NAN,NAN,NAN,176.0,207.0,234.0,267.0,280.0,299.0,320.0,362.0,342.0,20.0
64433,ilovebrooklyn99,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,424.0,NAN
64644,STP,NAN,NAN,NAN,NAN,128.0,94.0,82.0,96.0,94.0,109.0,121.0,118.0,3.0
64692,SANS | Blues Clues,13.0,7.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0
65566,Miranda,47.0,75.0,91.0,150.0,148.0,168.0,190.0,143.0,155.0,135.0,109.0,107.0,2.0
65598,rickey_kc,NAN,NAN,NAN,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
65760,Albuh,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,513.0,-49.0
65777,bobby big ballz,9.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
67516,jeff | raid shadow legends,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,166.0,180.0,-14.0
68728,Flowers,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
69524,Dusk,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,306.0,342.0,-36.0
70796,BHC | Evan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,182.0,NAN
71263,Cyan Can,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
71442,Wiza,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,483.0,-44.0
127639,Neologism,NAN,NAN,NAN,51.0,30.0,35.0,39.0,44.0,47.0,55.0,63.0,72.0,-9.0
127997,(SECONDARIES) | Skittles,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,82.0,51.0,49.0,2.0
129261,Zura,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,408.0,450.0,-42.0
129363,Flow | ESPONJA,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,178.0,139.0,39.0
129781,LL | Duky,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,225.0,249.0,279.0,-30.0
130672,Soltrain,NAN,NAN,NAN,101.0,83.0,90.0,103.0,117.0,127.0,143.0,159.0,167.0,-8.0
130746,TZ | Morrito,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,176.0,NAN
131635,afx,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,561.0,-54.0
132188,Dandy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,450.0,NAN
132537,RG | Far!,NAN,NAN,NAN,NAN,20.0,16.0,21.0,23.0,25.0,26.0,30.0,34.0,-4.0
132627,Farko,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,424.0,-40.0
132938,RU | Midnight Blue,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,362.0,398.0,-36.0
133666,404 YC | Salt,NAN,NAN,NAN,NAN,37.0,45.0,50.0,58.0,62.0,38.0,41.0,46.0,-5.0
135088,LFG | PanterA,NAN,NAN,NAN,NAN,NAN,NAN,NAN,48.0,51.0,58.0,65.0,75.0,-10.0
135157,billybopeep,19.0,35.0,42.0,58.0,67.0,75.0,88.0,102.0,110.0,127.0,143.0,160.0,-17.0
135795,Luke,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,398.0,NAN
138710,Golden,12.0,18.0,26.0,31.0,40.0,48.0,21.0,23.0,25.0,26.0,30.0,34.0,-4.0
144133,YBBT | leroydankins,NAN,NAN,85.0,140.0,172.0,110.0,116.0,132.0,145.0,145.0,143.0,124.0,19.0
144798,akir,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,115.0,51.0,64.0
145075,blazerboy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
147251,GS | TreyTheTrashman,NAN,69.0,85.0,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
147424,Spiral Cafe | Krudo,NAN,NAN,NAN,26.0,34.0,40.0,44.0,51.0,54.0,60.0,71.0,80.0,-9.0
147811,Dawson,27.0,50.0,56.0,83.0,97.0,119.0,137.0,158.0,40.0,42.0,46.0,54.0,-8.0
148200,Big Pivot,NAN,90.0,99.0,160.0,191.0,144.0,163.0,192.0,197.0,241.0,229.0,254.0,-25.0
149952,Jakespeare,NAN,NAN,85.0,140.0,87.0,103.0,119.0,136.0,149.0,182.0,205.0,222.0,-17.0
150123,TPN,NAN,NAN,NAN,NAN,NAN,NAN,64.0,70.0,77.0,88.0,98.0,77.0,21.0
150888,Shy,NAN,52.0,60.0,90.0,103.0,128.0,148.0,174.0,186.0,225.0,249.0,279.0,-30.0
152430,HWY | ybot,NAN,NAN,NAN,NAN,64.0,73.0,82.0,96.0,106.0,123.0,139.0,155.0,-16.0
152800,not NJ wally | wally,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,229.0,254.0,-25.0
152940,CLEM#112 | Clem,NAN,NAN,NAN,73.0,87.0,103.0,119.0,136.0,149.0,182.0,205.0,222.0,-17.0
153138,ZouL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
153254,Slemdog,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,324.0,361.0,-37.0
153308,Mac,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,320.0,362.0,398.0,-36.0
153334,Silkylaroux,NAN,NAN,NAN,106.0,128.0,123.0,141.0,165.0,174.0,213.0,236.0,261.0,-25.0
153599,NS | Frog,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,171.0,182.0,-11.0
155077,radvillainy,50.0,81.0,99.0,160.0,191.0,189.0,215.0,242.0,256.0,337.0,384.0,424.0,-40.0
156511,Nate,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
156518,Lust,NAN,NAN,NAN,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
157615,ight,NAN,NAN,48.0,51.0,43.0,52.0,43.0,50.0,53.0,52.0,57.0,59.0,-2.0
157632,TurboThot,NAN,81.0,65.0,101.0,119.0,144.0,163.0,192.0,206.0,257.0,284.0,313.0,-29.0
158003,Mono,NAN,NAN,NAN,NAN,NAN,NAN,163.0,192.0,206.0,257.0,284.0,313.0,-29.0
158148,Chewy,47.0,75.0,91.0,150.0,110.0,94.0,110.0,123.0,132.0,160.0,178.0,194.0,-16.0
158416,lowqualityjpeg,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
162779,FISA | JoJo,NAN,NAN,NAN,NAN,119.0,144.0,163.0,192.0,206.0,257.0,284.0,313.0,-29.0
164047,CG | Firebolt,NAN,NAN,NAN,64.0,74.0,84.0,97.0,111.0,120.0,138.0,154.0,171.0,-17.0
170695,Chidoe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
170887,Ahung,NAN,NAN,NAN,NAN,207.0,210.0,241.0,272.0,291.0,387.0,439.0,483.0,-44.0
171034,Den,NAN,NAN,NAN,NAN,103.0,128.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
171111,UARK | VentusWK,NAN,NAN,NAN,125.0,157.0,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
173178,LAG,NAN,NAN,NAN,71.0,56.0,26.0,24.0,28.0,30.0,26.0,23.0,20.0,3.0
174790,Mounir,NAN,NAN,NAN,96.0,110.0,137.0,158.0,185.0,197.0,241.0,270.0,300.0,-30.0
175324,Dandy,NAN,NAN,NAN,NAN,NAN,NAN,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
175446,DJAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
175490,QoT | Cruelscotty,NAN,NAN,NAN,73.0,60.0,68.0,76.0,86.0,96.0,96.0,93.0,104.0,-11.0
175669,H19 | chaka,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,270.0,300.0,-30.0
176333,Wrong Doug,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,561.0,-54.0
176387,Badboi,NAN,NAN,NAN,176.0,207.0,234.0,267.0,242.0,256.0,337.0,384.0,424.0,-40.0
178194,foxmcchicken,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
182665,Elysian,NAN,NAN,NAN,NAN,NAN,90.0,103.0,117.0,127.0,153.0,171.0,182.0,-11.0
183280,WW | Lemonjuices,NAN,NAN,NAN,NAN,77.0,90.0,103.0,117.0,127.0,153.0,171.0,182.0,-11.0
183400,Doctor Dank,NAN,75.0,91.0,150.0,185.0,210.0,241.0,272.0,291.0,387.0,439.0,483.0,-44.0
183677,Yamasaki,NAN,NAN,NAN,120.0,148.0,168.0,163.0,158.0,168.0,169.0,138.0,145.0,-7.0
184545,Pulch,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,249.0,279.0,-30.0
184637,Joey Donuts,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,174.0,94.0,59.0,68.0,-9.0
185178,Captain Koala,NAN,NAN,NAN,NAN,NAN,NAN,NAN,280.0,299.0,403.0,464.0,513.0,-49.0
185618,Captain G,15.0,23.0,30.0,42.0,52.0,60.0,67.0,73.0,80.0,91.0,88.0,99.0,-11.0
186967,Bug Juice | Snorlaxative,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
193839,Loki,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,342.0,42.0
205873,Funktrocious,NAN,NAN,NAN,NAN,NAN,NAN,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
213911,jtetter,NAN,NAN,NAN,NAN,NAN,196.0,148.0,143.0,132.0,143.0,125.0,139.0,-14.0
217541,noChill,NAN,NAN,NAN,NAN,NAN,109.0,124.0,143.0,155.0,189.0,212.0,231.0,-19.0
219761,volt.,NAN,NAN,NAN,NAN,NAN,NAN,NAN,300.0,299.0,403.0,464.0,513.0,-49.0
219919,Frozone,NAN,NAN,NAN,150.0,185.0,210.0,241.0,272.0,291.0,387.0,439.0,483.0,-44.0
221136,Zeeker,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,138.0,154.0,129.0,25.0
221423,Typhoon,NAN,NAN,NAN,NAN,NAN,89.0,50.0,42.0,41.0,43.0,47.0,46.0,1.0
223503,Rigo Bigo,NAN,65.0,80.0,125.0,157.0,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
225081,:3 | fenceturtle,NAN,NAN,NAN,NAN,NAN,NAN,NAN,79.0,88.0,100.0,112.0,121.0,-9.0
225396,Sor,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,306.0,342.0,-36.0
227242,SquirtlSquad,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,345.0,383.0,-38.0
228514,dabt,NAN,NAN,NAN,NAN,NAN,NAN,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
229216,KaiKwonDo,NAN,75.0,91.0,150.0,128.0,88.0,101.0,114.0,123.0,145.0,162.0,176.0,-14.0
230350,AR0,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,155.0,129.0
230537,hHerb,NAN,NAN,NAN,132.0,164.0,123.0,141.0,165.0,174.0,213.0,236.0,222.0,14.0
231685,DMT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,313.0,71.0
232213,MikeDrop,NAN,NAN,NAN,NAN,NAN,NAN,NAN,143.0,132.0,112.0,125.0,139.0,-14.0
232446,ash6,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,257.0,197.0,215.0,-18.0
233850,E-tie,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,237.0,NAN
237282,Electroman,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,383.0,NAN
241260,Alex18+,47.0,51.0,58.0,88.0,74.0,84.0,97.0,111.0,120.0,138.0,154.0,171.0,-17.0
247698,UCI | Kavi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,483.0,-44.0
250581,Fizz,NAN,14.0,22.0,14.0,16.0,19.0,25.0,29.0,31.0,35.0,36.0,42.0,-6.0
253180,Yuki08,NAN,NAN,NAN,NAN,NAN,NAN,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
255496,ericiscool.net,50.0,81.0,56.0,83.0,97.0,87.0,100.0,109.0,118.0,112.0,125.0,134.0,-9.0
257025,2Framez,31.0,48.0,54.0,78.0,92.0,110.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
257100,Yosemite Dabbs,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,362.0,398.0,-36.0
257406,Lotfy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,51.0,54.0,60.0,71.0,80.0,-9.0
259437,Daddy Icey,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
260286,24 | Mamba!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,270.0,300.0,-30.0
264211,BLM | Rats!,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
265808,NOOT,38.0,56.0,69.0,20.0,24.0,24.0,20.0,22.0,24.0,25.0,27.0,33.0,-6.0
267849,TG | Mot$,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,56.0,65.0,76.0,85.0,-9.0
268767,markrevival,NAN,NAN,99.0,125.0,119.0,110.0,126.0,143.0,140.0,169.0,191.0,208.0,-17.0
269238,91,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,270.0,289.0,324.0,361.0,-37.0
275884,Maljo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,256.0,289.0,324.0,361.0,-37.0
275922,Otto_Zone,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,345.0,383.0,-38.0
276041,Kettering,NAN,NAN,NAN,NAN,164.0,179.0,190.0,204.0,216.0,271.0,284.0,313.0,-29.0
278295,ItsDad,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,197.0,200.0,-3.0
278800,Cabbage Man,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,483.0,24.0
279107,Khryke,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,102.0,NAN
279722,EP | Justus,17.0,30.0,12.0,15.0,17.0,20.0,26.0,26.0,28.0,30.0,33.0,39.0,-6.0
279757,Velos,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,483.0,-44.0
279871,KLAWHAU5,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
286517,Thad <3,37.0,44.0,52.0,67.0,79.0,84.0,97.0,96.0,106.0,123.0,139.0,146.0,-7.0
286931,Egg$,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,44.0,51.0,-7.0
287526,MacTheStampede,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,513.0,NAN
287743,ASH | Oig,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,464.0,513.0,-49.0
288395,jams,43.0,66.0,82.0,132.0,164.0,189.0,215.0,242.0,256.0,189.0,212.0,231.0,-19.0
288850,Wasp,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,383.0,NAN
294260,ABG | salami,19.0,35.0,42.0,58.0,67.0,75.0,88.0,102.0,110.0,127.0,143.0,160.0,-17.0
301566,JustJoshin,NAN,69.0,58.0,88.0,102.0,123.0,141.0,165.0,174.0,213.0,191.0,208.0,-17.0
310321,TC | BuyMyMixTape,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,289.0,324.0,361.0,-37.0
312097,Nyte,NAN,NAN,NAN,NAN,NAN,NAN,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
312135,AlyJ,NAN,NAN,NAN,NAN,NAN,41.0,45.0,54.0,58.0,66.0,77.0,86.0,-9.0
312286,Droog,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,483.0,NAN
315101,Rozu,NAN,NAN,NAN,NAN,NAN,144.0,163.0,192.0,206.0,257.0,284.0,313.0,-29.0
324561,Soonsay,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,49.0,57.0,-8.0
325974,SDJ,NAN,NAN,25.0,30.0,39.0,47.0,53.0,60.0,64.0,73.0,84.0,94.0,-10.0
327212,IWI | Marrgasm,28.0,25.0,32.0,45.0,36.0,41.0,45.0,53.0,56.0,50.0,58.0,67.0,-9.0
328838,PeS | Puppy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,483.0,24.0
329160,ZUTH | Zuthane,NAN,NAN,91.0,150.0,185.0,210.0,241.0,272.0,291.0,387.0,439.0,483.0,-44.0
329937,LanTurN,NAN,NAN,65.0,66.0,77.0,90.0,103.0,117.0,94.0,109.0,121.0,134.0,-13.0
330200,TT | Dair,NAN,NAN,NAN,132.0,148.0,168.0,190.0,223.0,235.0,307.0,345.0,383.0,-38.0
353165,Milo,26.0,48.0,54.0,78.0,92.0,110.0,126.0,148.0,157.0,193.0,216.0,237.0,-21.0
354953,RPG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,424.0,-40.0
357233,Afron,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
360229,BEBO,NAN,NAN,NAN,NAN,NAN,217.0,223.0,192.0,174.0,160.0,166.0,174.0,-8.0
364725,LUNK#783 | dom,NAN,NAN,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
367758,Rose,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
370970,Mahik,NAN,NAN,NAN,NAN,NAN,NAN,82.0,96.0,106.0,123.0,139.0,155.0,-16.0
391890,TheFormuoli,31.0,54.0,62.0,96.0,110.0,137.0,158.0,185.0,197.0,241.0,270.0,300.0,-30.0
395730,PQ2 | CPU0,NAN,NAN,NAN,NAN,NAN,NAN,103.0,117.0,127.0,153.0,171.0,182.0,-11.0
401761,pope | lean,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,513.0,NAN
407228,K.YUNG,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
407878,Slump,40.0,59.0,73.0,112.0,135.0,156.0,179.0,212.0,224.0,289.0,324.0,361.0,-37.0
413573,John,NAN,NAN,65.0,101.0,119.0,98.0,114.0,129.0,140.0,169.0,191.0,208.0,-17.0
413758,Exia,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,345.0,383.0,-38.0
418246,2five3 | Templar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,224.0,289.0,324.0,361.0,-37.0
418257,CardsNG,NAN,NAN,NAN,NAN,NAN,NAN,163.0,81.0,90.0,102.0,115.0,125.0,-10.0
418740,ManRay,NAN,NAN,NAN,NAN,NAN,156.0,179.0,212.0,224.0,289.0,324.0,361.0,-37.0
420458,Jorge,NAN,NAN,NAN,73.0,87.0,103.0,119.0,136.0,149.0,182.0,205.0,222.0,-17.0
424095,Frost | JJK,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
425209,Acuna,NAN,NAN,NAN,NAN,NAN,NAN,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
425930,Syched,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,313.0,-29.0
436506,NeedLesFestival,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,313.0,-29.0
448153,Neenor,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,513.0,-49.0
451734,CID,NAN,NAN,NAN,NAN,172.0,196.0,223.0,252.0,270.0,337.0,384.0,424.0,-40.0
465131,Hunybear,23.0,43.0,51.0,73.0,87.0,103.0,119.0,136.0,149.0,182.0,205.0,222.0,-17.0
466221,Melo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,182.0,205.0,222.0,-17.0
472971,yBaS | MaxJacks,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,324.0,361.0,-37.0
478083,saacdaddy,NAN,NAN,NAN,140.0,172.0,196.0,223.0,252.0,270.0,359.0,408.0,450.0,-42.0
483428,DCG | Spots,NAN,NAN,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
493224,Fitz,NAN,NAN,NAN,NAN,172.0,196.0,223.0,252.0,270.0,206.0,229.0,254.0,-25.0
507912,Top Shelf | Dulbasaur,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,408.0,450.0,-42.0
508569,eh | sickø,NAN,NAN,80.0,125.0,157.0,179.0,203.0,231.0,243.0,320.0,362.0,398.0,-36.0
508959,BCM | veggies,NAN,NAN,NAN,NAN,148.0,168.0,190.0,223.0,235.0,307.0,345.0,313.0,32.0
512704,Axis,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,362.0,200.0,162.0
520837,Neck,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,197.0,118.0,96.0,82.0,14.0
525553,Fux McLoud,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,345.0,383.0,-38.0
526019,CSR | Tezlik,NAN,NAN,NAN,NAN,103.0,128.0,148.0,174.0,186.0,225.0,249.0,279.0,-30.0
528737,3OutChange,NAN,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,513.0,-49.0
530964,Heatedchaos,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,249.0,279.0,-30.0
538935,Jangu,NAN,NAN,NAN,NAN,NAN,NAN,NAN,174.0,186.0,225.0,249.0,279.0,-30.0
558076,EOKA | Christos,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,324.0,361.0,-37.0
573832,Egsid,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,324.0,361.0,-37.0
582190,rice,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,398.0,41.0
585236,306 | Amrak,31.0,20.0,10.0,10.0,12.0,14.0,17.0,18.0,19.0,21.0,21.0,24.0,-3.0
585248,magnumgunn3r,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,450.0,-42.0
598192,PeÃ±a,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,362.0,398.0,-36.0
617254,N8V,50.0,81.0,99.0,160.0,191.0,217.0,248.0,280.0,299.0,225.0,249.0,279.0,-30.0
618857,Lamdin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,561.0,NAN
619715,Porkaye,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,120.0,138.0,154.0,171.0,-17.0
623333,ParkedInTraffic | Commas,NAN,NAN,NAN,NAN,NAN,NAN,148.0,174.0,186.0,225.0,249.0,279.0,-30.0
627118,Pipe,31.0,40.0,47.0,42.0,32.0,35.0,30.0,35.0,35.0,32.0,29.0,31.0,-2.0
637179,Sodabro,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,157.0,193.0,216.0,237.0,-21.0
637232,Jazzy,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,229.0,254.0,-25.0
641180,Luppi,NAN,81.0,99.0,160.0,191.0,217.0,248.0,212.0,224.0,289.0,324.0,361.0,-37.0
654514,probably high,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,320.0,362.0,313.0,49.0
657175,Bobakanoosh,NAN,NAN,NAN,140.0,172.0,151.0,174.0,204.0,216.0,271.0,306.0,342.0,-36.0
657464,CowCowCowCowCow,NAN,41.0,35.0,48.0,58.0,34.0,33.0,30.0,22.0,23.0,24.0,27.0,-3.0
682345,Rive,NAN,NAN,NAN,NAN,85.0,100.0,88.0,102.0,110.0,127.0,143.0,160.0,-17.0
694497,IMP | Ben,NAN,NAN,NAN,NAN,19.0,11.0,8.0,7.0,7.0,8.0,7.0,7.0,0.0
694759,snek,NAN,NAN,NAN,150.0,172.0,196.0,215.0,242.0,256.0,337.0,384.0,424.0,-40.0
700566,olé,NAN,NAN,NAN,NAN,119.0,144.0,163.0,192.0,206.0,257.0,284.0,313.0,-29.0
703647,LVD | Super,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,561.0,-54.0
709843,Chem,14.0,22.0,29.0,41.0,51.0,59.0,66.0,72.0,79.0,90.0,99.0,107.0,-8.0
